Unnamed: 0,Types,Class
6821,Breast,0.0
5228,Breast,0.0
2798,Breast,1.0
604,Breast,0.0
6797,Breast,1.0
89,Breast,0.0
2677,Breast,1.0
726,Breast,1.0
6796,Breast,0.0
1820,Cervix,1.0
1164,Cervix,0.0
6860,Cervix,1.0
6419,Cervix,1.0
1748,Cervix,0.0
6201,Cervix,0.0
6206,Cervix,0.0
1328,Cervix,1.0
6262,Cervix,0.0
6871,Cervix,0.0
6843,Cervix,0.0
4223,Cervix,1.0
1155,Cervix,0.0
1336,Cervix,1.0
1761,Cervix,1.0
6865,Cervix,1.0
6854,Cervix,1.0
4225,Cervix,1.0
3681,Cervix,0.0
1332,Cervix,1.0
6257,Cervix,0.0
1812,Cervix,1.0
4214,Cervix,0.0
6260,Cervix,0.0
6404,Cervix,1.0
1094,Cervix,0.0
1772,Cervix,1.0
1342,Cervix,1.0
1800,Cervix,1.0
3505,Colon,1.0
4446,Colon,0.0
1913,Colon,0.0
6559,Colon,1.0
2604,Colon,0.0
4302,Colon,0.0
6955,Colon,0.0
6996,Colon,0.0
3399,Colon,1.0
7123,Colon,1.0
4286,Colon,0.0
4301,Colon,0.0
5140,Colon,0.0
7042,Colon,1.0
4463,Colon,1.0
7870,Colon,0.0
1503,Colon,1.0
5128,Colon,0.0
6916,Colon,0.0
1903,Colon,0.0
1981,Colon,0.0
7814,Colon,0.0
3370,Colon,0.0
5954,Colon,1.0
4380,Colon,0.0
7039,Colon,0.0
4373,Colon,0.0
6532,Colon,0.0
3376,Colon,0.0
760,Colon,1.0
2002,Colon,0.0
6995,Colon,0.0
1986,Colon,0.0
2609,Colon,0.0
2651,Colon,1.0
1863,Colon,0.0
5144,Colon,0.0
6930,Colon,0.0
5950,Colon,1.0
7862,Colon,1.0
831,Colon,0.0
5947,Colon,1.0
4308,Colon,0.0
5935,Colon,0.0
1497,Colon,0.0
7023,Colon,0.0
7899,Colon,0.0
4401,Colon,0.0
3509,Colon,1.0
4315,Colon,1.0
6982,Colon,0.0
3342,Colon,0.0
3414,Colon,0.0
4413,Colon,0.0
3367,Colon,0.0
4245,Colon,1.0
7058,Colon,0.0
4402,Colon,0.0
854,Colon,0.0
4352,Colon,0.0
4442,Colon,0.0
857,Colon,0.0
4268,Colon,0.0
4247,Colon,0.0
2015,Colon,0.0
1914,Colon,0.0
4267,Colon,0.0
5168,Colon,0.0
4434,Colon,0.0
5099,Colon,1.0
784,Colon,1.0
7014,Colon,0.0
5930,Colon,0.0
5109,Colon,0.0
4385,Colon,0.0
742,Colon,1.0
5942,Colon,1.0
7025,Colon,0.0
1909,Colon,0.0
7037,Colon,0.0
7090,Colon,0.0
2621,Colon,0.0
5941,Colon,0.0
6548,Colon,1.0
4449,Colon,0.0
7060,Colon,0.0
1950,Colon,0.0
6902,Colon,0.0
1959,Colon,0.0
1493,Colon,1.0
3452,Colon,1.0
788,Colon,1.0
6899,Colon,0.0
4338,Colon,0.0
4445,Colon,0.0
2648,Colon,1.0
5910,Colon,0.0
4265,Colon,0.0
2045,Colon,0.0
3366,Colon,0.0
1966,Colon,0.0
757,Colon,1.0
4296,Colon,0.0
773,Colon,1.0
5135,Colon,0.0
4439,Colon,0.0
7065,Colon,0.0
2053,Colon,0.0
5153,Colon,0.0
3392,Colon,1.0
4370,Colon,0.0
6533,Colon,0.0
1891,Colon,0.0
4396,Colon,0.0
3344,Colon,0.0
1498,Colon,0.0
5900,Colon,0.0
4465,Colon,1.0
4237,Colon,0.0
4297,Colon,0.0
3424,Colon,1.0
7833,Colon,0.0
755,Colon,1.0
865,Colon,1.0
5160,Colon,0.0
5919,Colon,1.0
7873,Colon,0.0
1836,Colon,0.0
5931,Colon,0.0
7867,Colon,0.0
6975,Colon,0.0
3975,Colon,1.0
1826,Colon,0.0
1947,Colon,0.0
3351,Colon,1.0
7087,Colon,0.0
6979,Colon,0.0
6961,Colon,0.0
3372,Colon,0.0
6540,Colon,0.0
2654,Colon,0.0
1501,Colon,1.0
754,Colon,1.0
6543,Colon,0.0
982,Esophagus,1.0
4474,Esophagus,1.0
6361,Esophagus,1.0
1247,Esophagus,0.0
3741,Esophagus,1.0
7126,Esophagus,1.0
3676,Esophagus,0.0
3537,Esophagus,0.0
1245,Esophagus,0.0
6087,Esophagus,1.0
3678,Esophagus,1.0
1136,Esophagus,1.0
1122,Esophagus,0.0
1010,Esophagus,0.0
4485,Esophagus,1.0
3663,Esophagus,1.0
6359,Esophagus,1.0
1005,Esophagus,0.0
6241,Esophagus,1.0
3745,Esophagus,0.0
4478,Esophagus,1.0
6083,Esophagus,1.0
3528,Esophagus,1.0
6342,Esophagus,0.0
2081,Esophagus,0.0
1137,Esophagus,1.0
2078,Esophagus,1.0
2071,Esophagus,1.0
986,Esophagus,1.0
6235,Esophagus,0.0
1139,Esophagus,1.0
6095,Esophagus,1.0
992,Esophagus,1.0
3522,Esophagus,1.0
1115,Esophagus,0.0
7131,Esophagus,1.0
7135,Esophagus,1.0
3731,Esophagus,1.0
4497,Esophagus,0.0
6348,Esophagus,0.0
6246,Esophagus,1.0
3751,Esophagus,1.0
7291,HeadNeck,1.0
4531,HeadNeck,0.0
4657,HeadNeck,0.0
7266,HeadNeck,0.0
4644,HeadNeck,1.0
4602,HeadNeck,0.0
4529,HeadNeck,1.0
4646,HeadNeck,1.0
2159,HeadNeck,1.0
2145,HeadNeck,0.0
2130,HeadNeck,0.0
7194,HeadNeck,1.0
4631,HeadNeck,1.0
7268,HeadNeck,0.0
2125,HeadNeck,0.0
7226,HeadNeck,1.0
4661,HeadNeck,0.0
7187,HeadNeck,1.0
7215,HeadNeck,0.0
4593,HeadNeck,0.0
7253,HeadNeck,0.0
4569,HeadNeck,0.0
2160,HeadNeck,1.0
4566,HeadNeck,1.0
4559,HeadNeck,0.0
2106,HeadNeck,0.0
2162,HeadNeck,1.0
2112,HeadNeck,1.0
4587,HeadNeck,0.0
2138,HeadNeck,0.0
7278,HeadNeck,1.0
7237,HeadNeck,0.0
4647,HeadNeck,1.0
7206,HeadNeck,1.0
7258,HeadNeck,0.0
4667,HeadNeck,1.0
4638,HeadNeck,1.0
4643,HeadNeck,1.0
4696,Kidney,0.0
3458,Kidney,1.0
3494,Kidney,1.0
4695,Kidney,0.0
3465,Kidney,1.0
4693,Kidney,0.0
7323,Kidney,0.0
3493,Kidney,1.0
4680,Kidney,0.0
2184,Kidney,1.0
7336,Kidney,0.0
3495,Kidney,1.0
3499,Kidney,1.0
7418,Liver,0.0
2238,Liver,1.0
4713,Liver,0.0
2223,Liver,1.0
2196,Liver,1.0
4743,Liver,1.0
4724,Liver,0.0
4716,Liver,1.0
7409,Liver,1.0
7414,Liver,0.0
4722,Liver,0.0
2197,Liver,1.0
2202,Liver,0.0
2248,Liver,1.0
7408,Liver,1.0
7342,Liver,1.0
2206,Liver,1.0
7377,Liver,1.0
4705,Liver,1.0
7406,Liver,1.0
7345,Liver,1.0
7395,Liver,0.0
3427,Lung,1.0
1029,Lung,1.0
874,Lung,1.0
3572,Lung,1.0
3553,Lung,1.0
3430,Lung,1.0
6121,Lung,1.0
6126,Lung,1.0
3551,Lung,1.0
875,Lung,1.0
880,Lung,1.0
1054,Lung,1.0
6123,Lung,1.0
4771,Lung,1.0
884,Lung,1.0
2260,Lung,1.0
6120,Lung,1.0
5996,Lung,1.0
7472,Ovarian,1.0
3516,Ovarian,0.0
2309,Ovarian,1.0
7454,Ovarian,0.0
2305,Ovarian,1.0
7455,Ovarian,0.0
4775,Ovarian,0.0
7489,Ovarian,1.0
4793,Ovarian,1.0
7471,Ovarian,1.0
4805,Ovarian,1.0
2300,Ovarian,1.0
3520,Ovarian,1.0
4804,Ovarian,1.0
7497,Pancreatic,0.0
2331,Pancreatic,1.0
3780,Pancreatic,0.0
2316,Pancreatic,0.0
1279,Pancreatic,0.0
4812,Pancreatic,0.0
3791,Pancreatic,0.0
3783,Pancreatic,0.0
6387,Pancreatic,0.0
7493,Pancreatic,1.0
3789,Pancreatic,0.0
1280,Pancreatic,0.0
1285,Pancreatic,0.0
2341,Pancreatic,0.0
4868,Pancreatic,1.0
4833,Pancreatic,0.0
1289,Pancreatic,0.0
2354,Pancreatic,0.0
6386,Pancreatic,0.0
3486,Prostate,1.0
2370,Prostate,1.0
936,Prostate,1.0
4897,Prostate,1.0
4878,Prostate,0.0
4870,Prostate,0.0
7532,Prostate,1.0
7537,Prostate,1.0
4876,Prostate,0.0
937,Prostate,1.0
942,Prostate,1.0
2395,Prostate,0.0
7528,Prostate,0.0
6056,Prostate,1.0
946,Prostate,1.0
2408,Prostate,1.0
7531,Prostate,0.0
6059,Prostate,1.0
4906,Skin,1.0
2441,Skin,1.0
2414,Skin,1.0
4936,Skin,1.0
4917,Skin,1.0
4909,Skin,0.0
7568,Skin,0.0
7573,Skin,0.0
4915,Skin,1.0
2415,Skin,1.0
2420,Skin,0.0
3608,Skin,1.0
7563,Skin,0.0
4957,Skin,1.0
2424,Skin,1.0
3621,Skin,0.0
7567,Skin,0.0
4960,Skin,1.0
7614,Stomach,1.0
3511,Stomach,0.0
3501,Stomach,0.0
7596,Stomach,0.0
2508,Stomach,1.0
7597,Stomach,0.0
4974,Stomach,0.0
7631,Stomach,1.0
4992,Stomach,1.0
7613,Stomach,1.0
5004,Stomach,1.0
2503,Stomach,1.0
3515,Stomach,0.0
5003,Stomach,0.0
7647,Testis,1.0
2526,Testis,1.0
3889,Testis,0.0
1445,Testis,0.0
1418,Testis,1.0
3919,Testis,0.0
3900,Testis,0.0
3892,Testis,0.0
7638,Testis,0.0
7643,Testis,0.0
3898,Testis,0.0
1419,Testis,0.0
1424,Testis,0.0
2536,Testis,1.0
6493,Testis,0.0
5030,Testis,1.0
1428,Testis,0.0
3881,Testis,1.0
7637,Testis,0.0
7684,Thyroid,0.0
2547,Thyroid,0.0
3589,Thyroid,0.0
1110,Thyroid,0.0
1071,Thyroid,1.0
3639,Thyroid,1.0
3600,Thyroid,1.0
3592,Thyroid,0.0
7675,Thyroid,0.0
7680,Thyroid,0.0
3598,Thyroid,1.0
1072,Thyroid,0.0
1077,Thyroid,0.0
2557,Thyroid,0.0
7668,Thyroid,0.0
5052,Thyroid,0.0
1081,Thyroid,1.0
6189,Thyroid,1.0
2570,Thyroid,1.0
7672,Thyroid,0.0
5055,Thyroid,0.0
6221,Thyroid,1.0
7707,Uterus,0.0
6146,Uterus,1.0
2582,Uterus,1.0
7737,Uterus,0.0
7718,Uterus,1.0
7710,Uterus,0.0
7790,Uterus,1.0
7795,Uterus,1.0
7716,Uterus,1.0
2583,Uterus,0.0
2588,Uterus,0.0
6171,Uterus,1.0
7785,Uterus,0.0
7758,Uterus,0.0
3586,Uterus,1.0
6184,Uterus,1.0
7789,Uterus,1.0
7761,Uterus,1.0
