"image","xmin","ymin","xmax","ymax","label"
"Drone_031.mp4_t-17.833333",1366.8528145501407,2116.626506024096,1469.2550790067721,2160,"block50"
"Drone_031.mp4_t-25.5",3690.2868732427364,1639.8000549316407,3840,1809.7200988769532,"riding"
"Drone_031.mp4_t-25.5",3690.2868732427364,1639.8000549316407,3840,1809.7200988769532,"block25"
"Drone_031.mp4_t-25.666667",3621.188642221181,1631.1599670410158,3768.0224929709466,1806.8399230957032,"riding"
"Drone_031.mp4_t-25.833333",3546.3318591846296,1671.4800109863281,3681.649484536082,1809.7200988769532,"riding"
"Drone_031.mp4_t-26",3471.4750761480786,1671.4800109863281,3624.0674789128398,1821.239923095703,"riding"
"Drone_031.mp4_t-26.166667",3387.981343720712,1668.6000549316407,3540.5737464854733,1835.6399230957031,"riding"
"Drone_031.mp4_t-26.333333",3316.0038366916588,1700.280010986328,3488.7498535613868,1838.5200988769532,"riding"
"Drone_031.mp4_t-26.5",3252.6637183692596,1706.0399230957032,3390.86061972821,1852.9200988769533,"riding"
"Drone_031.mp4_t-26.666667",3180.6862113402062,1726.2000549316406,3330.39933809747,1875.9599670410155,"riding"
"Drone_031.mp4_t-26.833333",3111.5875410028116,1740.6000549316407,3258.421831068416,1884.6000549316407,"riding"
"Drone_031.mp4_t-27",3054.0055353795688,1769.4000549316406,3192.2024367385193,1878.8399230957032,"riding"
"Drone_031.mp4_t-27.166667",2979.1491916588566,1772.280010986328,3125.983042408622,1899.0000549316405,"riding"
"Drone_031.mp4_t-27.166667",3770.6546275395035,759.8493975903614,3840,872.6204819277108,"stand"
"Drone_031.mp4_t-27.333333",2910.050521321462,1778.0399230957032,3071.2803127928773,1927.8000549316407,"riding"
"Drone_031.mp4_t-27.333333",3722.9796839729124,751.1746987951807,3805.327313769752,846.5963855421686,"stand"
"Drone_031.mp4_t-27.5",3721.9571520618556,1155.9599670410157,3834.2418873008432,1314.3599670410158,"riding"
"Drone_031.mp4_t-27.5",2809.2822311387067,1786.6800109863282,2976.269915651359,1939.3200988769531,"riding"
"Drone_031.mp4_t-27.5",3675.304740406321,725.1506024096385,3766.320541760723,829.2469879518071,"stand"
"Drone_031.mp4_t-27.666667",2780.491228327085,1818.3599670410156,2910.050521321462,1962.3599670410156,"riding"
"Drone_031.mp4_t-27.666667",3632.704867619494,1204.919989013672,3750.7481548734772,1317.2400329589846,"riding"
"Drone_031.mp4_t-27.666667",3627.6297968397294,707.801204819277,3718.6455981941313,811.8975903614457,"stand"
"Drone_031.mp4_t-27.833333",2685.480831185567,1844.280010986328,2820.7984565370193,1982.5200988769532,"riding"
"Drone_031.mp4_t-27.833333",3534.8156337863165,1213.5599670410156,3673.0120958294283,1346.0400329589843,"riding"
"Drone_031.mp4_t-27.833333",3584.288939051919,690.4518072289156,3670.9706546275397,798.8855421686746,"stand"
"Drone_031.mp4_t-28",2642.294326968135,1887.4800109863281,2771.8538396204312,2011.3200988769531,"riding"
"Drone_031.mp4_t-28",3474.354352155576,1259.6400329589844,3580.8809746954075,1371.9599670410157,"riding"
"Drone_031.mp4_t-28",3532.2799097065467,673.1024096385541,3614.6275395033863,781.5361445783132,"stand"
"Drone_031.mp4_t-28.166667",2570.3168199390816,1899.0000549316408,2691.2389438847235,2022.8399230957032,"riding"
"Drone_031.mp4_t-28.166667",3367.827729615745,1282.6800109863282,3477.2336281630737,1400.7599670410157,"riding"
"Drone_031.mp4_t-28.166667",3501.9413092550794,655.7530120481928,3558.284424379233,772.8614457831325,"stand"
"Drone_031.mp4_t-28.333333",2512.0149953139644,1936.439923095703,2642.294326968135,2077.2,"riding"
"Drone_031.mp4_t-28.333333",3290.092109887535,1297.0800109863283,3416.772346532334,1423.8000549316407,"riding"
"Drone_031.mp4_t-28.333333",3445.598194130926,651.4156626506024,3536.613995485328,742.5,"stand"
"Drone_031.mp4_t-28.5",2437.878250937207,1968.120098876953,2576.0749326382384,2109.239923095703,"riding"
"Drone_031.mp4_t-28.5",3218.1146028584817,1322.9999450683595,3327.520062089972,1492.9200988769533,"riding"
"Drone_031.mp4_t-28.5",3389.255079006772,642.7409638554217,3467.268623024831,738.1626506024096,"stand"
"Drone_031.mp4_t-28.666667",2386.0543580131207,2019.6000000000001,2515.613870665417,2152.4399230957033,"riding"
"Drone_031.mp4_t-28.666667",3131.7415944236177,1366.1999450683595,3255.5425550609184,1498.6800109863282,"riding"
"Drone_031.mp4_t-28.666667",3363.250564334086,625.3915662650602,3436.9300225733637,725.1506024096385,"stand"
"Drone_031.mp4_t-28.833333",2331.3514087394565,2043.0000549316408,2466.6692537488284,2160,"riding"
"Drone_031.mp4_t-28.833333",3074.159588800375,1403.6399230957031,3183.565048031865,1530.3599670410156,"riding"
"Drone_031.mp4_t-28.833333",3319.9097065462756,603.7048192771084,3393.5891647855533,712.1385542168674,"stand"
"Drone_031.mp4_t-29",2308.318738284911,2057.4000549316406,2420.603693181818,2160,"riding"
"Drone_031.mp4_t-29",2308.318738284911,2057.4000549316406,2420.603693181818,2160,"block25"
"Drone_031.mp4_t-29",2999.302805763824,1449.7200988769532,3094.313202905342,1579.3200988769531,"riding"
"Drone_031.mp4_t-29",3280.9029345372464,590.6927710843373,3345.914221218962,703.4638554216867,"stand"
"Drone_031.mp4_t-29.166667",2250.736732661668,2115.0000549316405,2337.109741096532,2160,"riding"
"Drone_031.mp4_t-29.166667",2250.736732661668,2115.0000549316405,2337.109741096532,2160,"block75"
"Drone_031.mp4_t-29.166667",2927.3252987347705,1492.9200988769533,3025.2145325679476,1619.6399230957034,"riding"
"Drone_031.mp4_t-29.166667",3228.8939051918737,595.0301204819277,3302.5733634311514,690.4518072289156,"stand"
"Drone_031.mp4_t-29.333333",2849.589459348641,1559.1599670410158,2953.237025538894,1671.4800109863284,"riding"
"Drone_031.mp4_t-29.333333",3788.176107075914,490.6800109863281,3840,640.4400329589844,"riding"
"Drone_031.mp4_t-29.333333",3788.176107075914,490.6800109863281,3840,640.4400329589844,"block50"
"Drone_031.mp4_t-29.333333",3185.5530474040634,582.0180722891566,3263.566591422122,681.777108433735,"stand"
"Drone_031.mp4_t-29.5",2794.886729732896,1587.9599670410157,2895.6550199156513,1729.0800109863283,"riding"
"Drone_031.mp4_t-29.5",3684.52876054358,536.7599670410157,3802.5716084817245,666.3599670410157,"riding"
"Drone_031.mp4_t-29.5",3146.546275395034,582.0180722891566,3215.8916478555307,677.4397590361446,"stand"
"Drone_031.mp4_t-29.666667",2699.876332591378,1639.8000549316407,2855.347791705717,1801.0800109863283,"riding"
"Drone_031.mp4_t-29.666667",3609.671977507029,554.0400329589844,3707.561650656045,709.5599670410156,"riding"
"Drone_031.mp4_t-29.666667",3103.205417607224,577.6807228915662,3181.2189616252826,677.4397590361446,"stand"
"Drone_031.mp4_t-29.833333",2653.8107720243675,1697.4000549316406,2766.0957269212745,1829.8800109863282,"riding"
"Drone_031.mp4_t-29.833333",3534.8156337863165,577.0800109863281,3629.825591611996,715.319989013672,"riding"
"Drone_031.mp4_t-29.833333",3081.5349887133184,573.3433734939758,3142.212189616253,681.7771084337348,"stand"
"Drone_031.mp4_t-30",2581.833264995314,1737.7200988769532,2717.1508903467666,1913.4000549316406,"riding"
"Drone_031.mp4_t-30",3459.9588507497656,637.5599670410156,3572.2435859887532,755.6400329589844,"riding"
"Drone_031.mp4_t-30",3042.528216704289,577.6807228915662,3116.207674943567,673.1024096385541,"stand"
"Drone_031.mp4_t-30.166667",2541.52581712746,1835.6399230957031,2645.173383317713,1945.080010986328,"riding"
"Drone_031.mp4_t-30.166667",3379.343955014058,672.1199890136719,3506.0246309746954,793.0800109863281,"riding"
"Drone_031.mp4_t-30.166667",3016.523702031603,573.3433734939758,3081.534988713319,673.1024096385541,"stand"
"Drone_031.mp4_t-30.333333",2458.031865042174,1881.7200988769532,2607.745211457357,2028.6000549316407,"riding"
"Drone_031.mp4_t-30.333333",3313.124560684161,695.1599670410156,3422.53045923149,842.0400329589844,"riding"
"Drone_031.mp4_t-30.333333",2981.8510158013546,573.3433734939758,3051.196388261851,673.1024096385541,"stand"
"Drone_031.mp4_t-30.5",2414.8453608247423,1947.9599670410157,2512.734814315839,2094.8399230957034,"riding"
"Drone_031.mp4_t-30.5",3232.5101042642923,738.3599670410157,3359.190340909091,879.4800109863282,"riding"
"Drone_031.mp4_t-30.5",2947.178329571106,569.0060240963855,3007.8555304740407,673.1024096385543,"stand"
"Drone_031.mp4_t-30.666667",2360.1424115510777,2017.0800109863283,2458.031865042174,2155.320098876953,"riding"
"Drone_031.mp4_t-30.666667",3195.081712746017,775.7999450683594,3281.454721180881,922.6800109863282,"riding"
"Drone_031.mp4_t-30.666667",2899.503386004515,560.3313253012047,2960.1805869074497,673.1024096385541,"stand"
"Drone_031.mp4_t-30.833333",2308.318738284911,2097.720098876953,2409.0872481255856,2160,"riding"
"Drone_031.mp4_t-30.833333",2308.318738284911,2097.720098876953,2409.0872481255856,2160,"block50"
"Drone_031.mp4_t-30.833333",3128.86231841612,833.3999450683594,3206.5979381443303,954.3599670410157,"riding"
"Drone_031.mp4_t-30.833333",2864.8306997742666,551.656626506024,2929.8419864559824,664.4277108433735,"stand"
"Drone_031.mp4_t-31",3071.2803127928773,867.9599670410156,3131.7415944236177,1014.8400329589844,"riding"
"Drone_031.mp4_t-31",2834.4920993227993,564.6686746987951,2899.503386004515,664.4277108433735,"stand"
"Drone_031.mp4_t-31.166667",2984.907304358013,931.3199890136721,3091.4339268978442,1040.4,"riding"
"Drone_031.mp4_t-31.166667",2782.483069977427,542.9819277108434,2860.496613995486,664.4277108433735,"stand"
"Drone_031.mp4_t-31.333333",2921.5671860356138,960.1199890136719,3030.9730845829426,1081.080010986328,"riding"
"Drone_031.mp4_t-31.333333",2765.146726862303,551.656626506024,2825.8239277652374,660.0903614457831,"stand"
"Drone_031.mp4_t-31.5",2855.347791705717,1003.319989013672,2944.6000761480786,1141.5599670410156,"riding"
"Drone_031.mp4_t-31.5",2726.139954853273,547.3192771084337,2791.151241534989,642.7409638554216,"stand"
"Drone_031.mp4_t-31.666667",2786.249341026242,1063.7999450683594,2895.6550199156513,1181.8800109863282,"riding"
"Drone_031.mp4_t-31.666667",2695.8013544018063,542.9819277108434,2760.812641083522,651.4156626506024,"stand"
"Drone_031.mp4_t-31.833333",2734.4254481021558,1106.9999450683595,2840.9522902999065,1253.8800109863282,"riding"
"Drone_031.mp4_t-31.833333",2656.7945823927766,534.3072289156627,2726.139954853273,651.4156626506024,"stand"
"Drone_031.mp4_t-32",2673.9643861293343,1158.8400329589845,2777.6119523195875,1291.319989013672,"riding"
"Drone_031.mp4_t-32",2617.7878103837475,529.9698795180723,2687.133182844244,634.066265060241,"stand"
"Drone_031.mp4_t-32.333333",2570.3168199390816,1279.7999450683594,2642.294326968135,1406.5200988769532,"riding"
"Drone_031.mp4_t-32.333333",2548.442437923251,521.2951807228916,2617.7878103837475,629.7289156626506,"stand"
"Drone_031.mp4_t-32.5",2498.3393129100286,1327.2289156626505,2609.119638826185,1481.4000549316406,"riding"
"Drone_031.mp4_t-32.5",2522.4379232505644,521.2951807228916,2570.112866817156,612.3795180722892,"stand"
"Drone_031.mp4_t-32.833333",2409.7516930022575,1474.6987951807228,2500.76749435666,1613.4939759036142,"riding"
"Drone_031.mp4_t-32.833333",2440.090293453725,529.9698795180723,2496.4334085778783,608.0421686746988,"stand"
"Drone_031.mp4_t-33",2339.9887974461108,1544.0963855421685,2431.4221218961625,1688.7599670410154,"riding"
"Drone_031.mp4_t-33.333333",2247.85767631209,1703.1599670410158,2360.1424115510777,1835.6399230957034,"riding"
"Drone_031.mp4_t-33.333333",2336.07223476298,529.9698795180723,2396.7494356659145,625.3915662650602,"stand"
"Drone_031.mp4_t-33.5",2204.7019549455667,1762.2519712884744,2327.4040632054184,1897.612103124412,"riding"
"Drone_031.mp4_t-33.5",2305.7336343115126,525.6325301204819,2362.076749435666,625.3915662650602,"stand"
"Drone_031.mp4_t-33.666667",2155.72633552015,1858.6800109863282,2262.2531777179006,1988.280010986328,"riding"
"Drone_031.mp4_t-33.666667",2275.3950338600453,534.3072289156627,2327.4040632054175,625.3915662650603,"stand"
"Drone_031.mp4_t-33.833333",2101.0233862464856,1899.0000549316408,2216.1873974929713,2077.5599670410156,"riding"
"Drone_031.mp4_t-33.833333",2227.7200902934537,516.9578313253012,2288.3972911963883,634.066265060241,"stand"
"Drone_031.mp4_t-34",2075.1116594423615,2031.4800109863281,2170.1218369259605,2152.4399230957033,"riding"
"Drone_031.mp4_t-34",2193.0474040632057,538.644578313253,2262.392776523702,625.3915662650602,"stand"
"Drone_031.mp4_t-34.166667",2054.9578256794753,2097.720098876953,2135.572721415183,2160,"riding"
"Drone_031.mp4_t-34.166667",2167.0428893905196,538.644578313253,2236.388261851016,634.0662650602409,"stand"
"Drone_031.mp4_t-35.666667",2305.439681935333,0,2363.0216875585756,35.63997802734375,"riding"
"Drone_031.mp4_t-35.666667",2305.439681935333,0,2363.0216875585756,35.63997802734375,"block75"
"Drone_031.mp4_t-35.666667",1893.9954853273139,577.6807228915662,1946.0045146726864,677.4397590361446,"stand"
"Drone_031.mp4_t-35.833333",2279.52773547329,0,2325.5932960403,41.4,"riding"
"Drone_031.mp4_t-35.833333",2279.52773547329,0,2325.5932960403,41.4,"block50"
"Drone_031.mp4_t-35.833333",1863.6568848758466,573.3433734939758,1915.665914221219,668.7650602409637,"stand"
"Drone_031.mp4_t-36",2230.5828988987814,0,2299.6813495782567,78.83997802734375,"riding"
"Drone_031.mp4_t-36",2230.5828988987814,0,2299.6813495782567,78.83997802734375,"block25"
"Drone_031.mp4_t-36",1828.9841986455983,582.0180722891566,1889.661399548533,673.1024096385543,"stand"
"Drone_031.mp4_t-36.166667",2201.7918960871602,0,2253.6157890112463,96.11998901367188,"riding"
"Drone_031.mp4_t-36.166667",1798.645598194131,582.0180722891566,1854.9887133182845,677.4397590361446,"stand"
"Drone_031.mp4_t-36.333333",2181.638281982193,3.959967041015625,2230.5828988987814,142.20000000000002,"riding"
"Drone_031.mp4_t-36.333333",1781.309255079007,586.3554216867469,1833.3182844243795,681.7771084337348,"stand"
"Drone_031.mp4_t-36.5",2170.1218369259605,44.2799560546875,2239.2202876054357,156.60000000000002,"riding"
"Drone_031.mp4_t-36.5",1768.3069977426637,590.6927710843373,1828.9841986455983,690.4518072289156,"stand"
"Drone_031.mp4_t-36.666667",2158.605391869728,78.83997802734375,2247.8576763120896,179.63997802734374,"riding"
"Drone_031.mp4_t-36.666667",1772.641083521445,590.6927710843373,1828.9841986455983,699.1265060240963,"stand"
"Drone_031.mp4_t-36.833333",2164.363724226804,107.63997802734376,2244.9784003045925,225.7199890136719,"riding"
"Drone_031.mp4_t-36.833333",1781.309255079007,582.0180722891566,1846.3205417607226,690.4518072289156,"stand"
"Drone_031.mp4_t-37",2193.1547270384253,133.55996704101562,2253.6157890112463,222.83997802734376,"riding"
