,Types,Class
629,Breast,1.0
630,Breast,1.0
631,Breast,1.0
632,Breast,0.0
633,Breast,0.0
634,Breast,0.0
635,Breast,0.0
636,Breast,1.0
637,Breast,1.0
638,Breast,1.0
639,Breast,0.0
640,Breast,0.0
641,Breast,1.0
642,Breast,1.0
643,Breast,1.0
644,Breast,0.0
645,Breast,1.0
646,Breast,1.0
647,Breast,0.0
648,Breast,0.0
649,Breast,1.0
650,Breast,1.0
651,Breast,0.0
652,Breast,1.0
653,Breast,1.0
654,Breast,1.0
655,Breast,0.0
656,Breast,0.0
657,Breast,0.0
658,Breast,0.0
659,Breast,0.0
660,Breast,0.0
661,Breast,1.0
662,Breast,1.0
663,Breast,1.0
664,Breast,1.0
665,Breast,1.0
666,Breast,1.0
667,Breast,1.0
668,Breast,1.0
669,Breast,1.0
670,Breast,1.0
671,Breast,1.0
672,Breast,1.0
673,Breast,1.0
674,Breast,1.0
675,Breast,1.0
676,Breast,0.0
677,Breast,0.0
678,Breast,0.0
679,Breast,0.0
680,Breast,1.0
681,Breast,1.0
682,Breast,1.0
683,Breast,1.0
684,Breast,0.0
685,Breast,0.0
686,Breast,1.0
687,Breast,1.0
688,Breast,1.0
689,Breast,1.0
690,Breast,0.0
691,Breast,1.0
692,Breast,1.0
693,Breast,1.0
694,Breast,1.0
695,Breast,1.0
696,Breast,1.0
697,Breast,1.0
698,Breast,1.0
699,Breast,1.0
700,Breast,1.0
701,Breast,1.0
702,Breast,0.0
703,Breast,1.0
704,Breast,1.0
705,Breast,1.0
706,Breast,1.0
707,Breast,1.0
708,Breast,1.0
709,Breast,1.0
710,Breast,1.0
711,Breast,0.0
712,Breast,1.0
713,Breast,1.0
714,Breast,1.0
715,Breast,1.0
716,Breast,1.0
717,Breast,1.0
718,Breast,1.0
719,Breast,1.0
720,Breast,1.0
721,Breast,1.0
722,Breast,1.0
723,Breast,1.0
724,Breast,1.0
725,Breast,1.0
726,Breast,1.0
727,Breast,1.0
728,Breast,1.0
729,Breast,1.0
730,Breast,1.0
731,Breast,1.0
732,Breast,1.0
733,Breast,1.0
734,Breast,1.0
735,Breast,1.0
736,Breast,1.0
737,Breast,1.0
738,Colon,1.0
739,Colon,1.0
740,Colon,1.0
741,Colon,1.0
742,Colon,1.0
743,Colon,1.0
744,Colon,1.0
745,Colon,0.0
746,Colon,0.0
747,Colon,0.0
748,Colon,0.0
749,Colon,0.0
750,Colon,0.0
751,Colon,0.0
752,Colon,0.0
753,Colon,0.0
754,Colon,1.0
755,Colon,1.0
756,Colon,1.0
757,Colon,1.0
758,Colon,1.0
759,Colon,1.0
760,Colon,1.0
761,Colon,0.0
762,Colon,0.0
763,Colon,0.0
764,Colon,0.0
765,Colon,0.0
766,Colon,1.0
767,Colon,1.0
768,Colon,1.0
769,Colon,1.0
770,Colon,1.0
771,Colon,1.0
772,Colon,1.0
773,Colon,1.0
774,Colon,0.0
775,Colon,1.0
776,Colon,0.0
777,Colon,0.0
778,Colon,0.0
779,Colon,0.0
780,Colon,0.0
781,Colon,1.0
782,Colon,1.0
783,Colon,1.0
784,Colon,1.0
785,Colon,1.0
786,Colon,1.0
787,Colon,1.0
788,Colon,1.0
789,Colon,1.0
790,Colon,1.0
791,Colon,1.0
792,Colon,1.0
793,Colon,1.0
794,Colon,1.0
795,Colon,1.0
796,Colon,1.0
797,Colon,0.0
798,Colon,0.0
799,Colon,0.0
800,Colon,0.0
801,Colon,0.0
802,Colon,0.0
803,Colon,0.0
804,Colon,0.0
805,Colon,0.0
806,Colon,0.0
807,Colon,0.0
808,Colon,0.0
809,Colon,0.0
810,Colon,0.0
811,Colon,0.0
812,Colon,0.0
813,Colon,0.0
814,Colon,0.0
815,Colon,0.0
816,Colon,0.0
817,Colon,0.0
818,Colon,0.0
819,Colon,0.0
820,Colon,0.0
821,Colon,0.0
822,Colon,1.0
823,Colon,1.0
824,Colon,1.0
825,Colon,0.0
826,Colon,0.0
827,Colon,0.0
828,Colon,0.0
829,Colon,0.0
830,Colon,0.0
831,Colon,0.0
832,Colon,0.0
833,Colon,0.0
834,Colon,1.0
835,Colon,1.0
836,Colon,1.0
837,Colon,0.0
838,Colon,0.0
839,Colon,0.0
840,Colon,1.0
841,Colon,0.0
842,Colon,0.0
843,Colon,0.0
844,Colon,0.0
845,Colon,0.0
846,Colon,0.0
847,Colon,0.0
848,Colon,0.0
849,Colon,0.0
850,Colon,0.0
851,Colon,1.0
852,Colon,1.0
853,Colon,1.0
854,Colon,0.0
855,Colon,1.0
856,Colon,1.0
857,Colon,0.0
858,Colon,1.0
859,Colon,1.0
860,Colon,1.0
861,Colon,1.0
862,Colon,1.0
863,Colon,1.0
864,Colon,0.0
865,Colon,1.0
866,Colon,1.0
867,Lung,1.0
868,Lung,1.0
869,Lung,1.0
870,Lung,1.0
871,Lung,1.0
872,Lung,1.0
873,Lung,1.0
874,Lung,1.0
875,Lung,1.0
876,Lung,1.0
877,Lung,1.0
878,Lung,1.0
879,Lung,1.0
880,Lung,1.0
881,Lung,1.0
882,Lung,1.0
883,Lung,1.0
884,Lung,1.0
885,Lung,1.0
886,Lung,1.0
887,Lung,1.0
888,Lung,1.0
889,Lung,1.0
890,Lung,1.0
891,Lung,1.0
892,Lung,1.0
893,Lung,1.0
894,Lung,1.0
895,Lung,1.0
896,Lung,1.0
897,Breast,0.0
898,Breast,1.0
899,Breast,1.0
900,Breast,0.0
901,Breast,1.0
902,Breast,0.0
903,Breast,1.0
904,Breast,1.0
905,Breast,1.0
906,Breast,1.0
907,Breast,1.0
908,Breast,1.0
909,Colon,1.0
910,Colon,1.0
911,Colon,1.0
912,Kidney,1.0
913,Kidney,1.0
914,Kidney,1.0
915,Kidney,1.0
916,Kidney,1.0
917,Kidney,1.0
918,Kidney,1.0
919,Prostate,1.0
920,Prostate,1.0
921,Prostate,1.0
922,Prostate,1.0
923,Bladder,1.0
924,Breast,1.0
925,Breast,1.0
926,Breast,1.0
927,Breast,1.0
928,Breast,1.0
929,Breast,1.0
930,Breast,1.0
931,Breast,1.0
932,Bladder,1.0
933,Prostate,1.0
934,Prostate,1.0
935,Prostate,1.0
936,Prostate,1.0
937,Prostate,1.0
938,Prostate,1.0
939,Prostate,1.0
940,Prostate,1.0
941,Prostate,1.0
942,Prostate,1.0
943,Prostate,1.0
944,Prostate,1.0
945,Prostate,1.0
946,Prostate,1.0
947,Prostate,1.0
948,Prostate,1.0
949,Prostate,1.0
950,Prostate,1.0
951,Prostate,1.0
952,Prostate,1.0
953,Kidney,1.0
954,Kidney,1.0
955,Kidney,1.0
956,Kidney,1.0
957,Kidney,1.0
958,Kidney,1.0
959,Kidney,1.0
960,Kidney,1.0
961,Kidney,1.0
962,Stomach,0.0
963,Colon,1.0
964,Colon,1.0
965,Colon,1.0
966,Stomach,0.0
967,Stomach,0.0
968,Stomach,0.0
969,Ovarian,1.0
970,Ovarian,0.0
971,Ovarian,1.0
972,Ovarian,1.0
973,Ovarian,1.0
974,Ovarian,1.0
975,Ovarian,1.0
976,Ovarian,1.0
977,Ovarian,1.0
978,Esophagus,1.0
979,Esophagus,1.0
980,Esophagus,1.0
981,Esophagus,1.0
982,Esophagus,1.0
983,Esophagus,1.0
984,Esophagus,1.0
985,Esophagus,1.0
986,Esophagus,1.0
987,Esophagus,1.0
988,Esophagus,1.0
989,Esophagus,1.0
990,Esophagus,1.0
991,Esophagus,1.0
992,Esophagus,1.0
993,Esophagus,1.0
994,Esophagus,1.0
995,Esophagus,0.0
996,Esophagus,0.0
997,Esophagus,0.0
998,Esophagus,0.0
999,Esophagus,0.0
1000,Esophagus,0.0
1001,Esophagus,0.0
1002,Esophagus,0.0
1003,Esophagus,0.0
1004,Esophagus,0.0
1005,Esophagus,0.0
1006,Esophagus,0.0
1007,Esophagus,0.0
1008,Esophagus,0.0
1009,Esophagus,0.0
1010,Esophagus,0.0
1011,Esophagus,0.0
1012,Esophagus,0.0
1013,Esophagus,0.0
1014,Esophagus,0.0
1015,Esophagus,0.0
1016,Esophagus,0.0
1017,Esophagus,0.0
1018,Pancreatic,1.0
1019,Pancreatic,1.0
1020,Pancreatic,1.0
1021,Pancreatic,1.0
1022,Pancreatic,1.0
1023,Pancreatic,1.0
1024,Pancreatic,1.0
1025,Lung,1.0
1026,Lung,1.0
1027,Lung,1.0
1028,Lung,1.0
1029,Lung,1.0
1030,Lung,1.0
1031,Lung,1.0
1032,Lung,1.0
1033,Lung,0.0
1034,Lung,1.0
1035,Lung,1.0
1036,Lung,1.0
1037,Lung,1.0
1038,Lung,1.0
1039,Lung,0.0
1040,Lung,1.0
1041,Lung,0.0
1042,Lung,1.0
1043,Lung,1.0
1044,Lung,1.0
1045,Lung,1.0
1046,Lung,1.0
1047,Lung,1.0
1048,Lung,1.0
1049,Lung,1.0
1050,Lung,1.0
1051,Lung,1.0
1052,Lung,1.0
1053,Lung,0.0
1054,Lung,1.0
1055,Lung,1.0
1056,Lung,1.0
1057,Lung,1.0
1058,Lung,1.0
1059,Lung,1.0
1060,Lung,1.0
1061,Uterus,0.0
1062,Uterus,0.0
1063,Uterus,0.0
1064,Thyroid,1.0
1065,Thyroid,1.0
1066,Thyroid,1.0
1067,Thyroid,0.0
1068,Thyroid,0.0
1069,Thyroid,0.0
1070,Thyroid,1.0
1071,Thyroid,1.0
1072,Thyroid,0.0
1073,Thyroid,0.0
1074,Thyroid,1.0
1075,Thyroid,1.0
1076,Thyroid,1.0
1077,Thyroid,0.0
1078,Thyroid,1.0
1079,Thyroid,0.0
1080,Thyroid,1.0
1081,Thyroid,1.0
1082,Thyroid,1.0
1083,Thyroid,0.0
1084,Thyroid,0.0
1085,Skin,1.0
1086,Skin,0.0
1087,Skin,0.0
1088,Skin,0.0
1089,Skin,0.0
1090,Skin,0.0
1091,Cervix,0.0
1092,Cervix,0.0
1093,Cervix,0.0
1094,Cervix,0.0
1095,Cervix,0.0
1096,Cervix,0.0
1097,Thyroid,0.0
1098,Thyroid,0.0
1099,Thyroid,1.0
1100,Thyroid,0.0
1101,Thyroid,0.0
1102,Thyroid,1.0
1103,Thyroid,1.0
1104,Thyroid,0.0
1105,Thyroid,0.0
1106,Thyroid,0.0
1107,Thyroid,1.0
1108,Thyroid,1.0
1109,Thyroid,0.0
1110,Thyroid,0.0
1111,Thyroid,1.0
1112,Thyroid,1.0
1113,Thyroid,1.0
1114,Thyroid,1.0
1115,Esophagus,0.0
1116,Esophagus,0.0
1117,Esophagus,0.0
1118,Esophagus,0.0
1119,Esophagus,0.0
1120,Esophagus,0.0
1121,Esophagus,0.0
1122,Esophagus,0.0
1123,Esophagus,0.0
1124,Esophagus,0.0
1125,Esophagus,0.0
1126,Esophagus,0.0
1127,Esophagus,0.0
1128,Esophagus,0.0
1129,Esophagus,0.0
1130,Esophagus,0.0
1131,Esophagus,0.0
1132,Esophagus,0.0
1133,Esophagus,1.0
1134,Esophagus,1.0
1135,Esophagus,1.0
1136,Esophagus,1.0
1137,Esophagus,1.0
1138,Esophagus,1.0
1139,Esophagus,1.0
1140,Esophagus,1.0
1141,Esophagus,1.0
1142,Esophagus,1.0
1143,Esophagus,1.0
1144,Esophagus,1.0
1145,Esophagus,1.0
1146,Esophagus,1.0
1147,Cervix,0.0
1148,Cervix,0.0
1149,Cervix,0.0
1150,Cervix,0.0
1151,Cervix,0.0
1152,Cervix,0.0
1153,Cervix,0.0
1154,Cervix,0.0
1155,Cervix,0.0
1156,Cervix,0.0
1157,Cervix,0.0
1158,Cervix,0.0
1159,Cervix,0.0
1160,Cervix,0.0
1161,Cervix,0.0
1162,Cervix,0.0
1163,Cervix,0.0
1164,Cervix,0.0
1165,Cervix,0.0
1166,Cervix,0.0
1167,Cervix,0.0
1168,Cervix,0.0
1169,Cervix,0.0
1170,Cervix,0.0
1171,Adrenal_gland,1.0
1172,Adrenal_gland,1.0
1173,Adrenal_gland,1.0
1174,Adrenal_gland,1.0
1175,Adrenal_gland,1.0
1176,Adrenal_gland,1.0
1177,Adrenal_gland,1.0
1178,Adrenal_gland,1.0
1179,Adrenal_gland,1.0
1180,Adrenal_gland,1.0
1181,Adrenal_gland,1.0
1182,Adrenal_gland,1.0
1183,Adrenal_gland,1.0
1184,Adrenal_gland,1.0
1185,Adrenal_gland,1.0
1186,Adrenal_gland,1.0
1187,Adrenal_gland,1.0
1188,Adrenal_gland,1.0
1189,Adrenal_gland,0.0
1190,Adrenal_gland,0.0
1191,Adrenal_gland,1.0
1192,Adrenal_gland,1.0
1193,Adrenal_gland,1.0
1194,Adrenal_gland,1.0
1195,Adrenal_gland,1.0
1196,Adrenal_gland,1.0
1197,Adrenal_gland,1.0
1198,Adrenal_gland,1.0
1199,Adrenal_gland,1.0
1200,Adrenal_gland,1.0
1201,Adrenal_gland,1.0
1202,Adrenal_gland,1.0
1203,Adrenal_gland,1.0
1204,Adrenal_gland,1.0
1205,Adrenal_gland,1.0
1206,Adrenal_gland,1.0
1207,Adrenal_gland,1.0
1208,Adrenal_gland,1.0
1209,Adrenal_gland,1.0
1210,Adrenal_gland,1.0
1211,Adrenal_gland,1.0
1212,Adrenal_gland,1.0
1213,Adrenal_gland,1.0
1214,Adrenal_gland,1.0
1215,Adrenal_gland,1.0
1216,Adrenal_gland,1.0
1217,Adrenal_gland,1.0
1218,Adrenal_gland,1.0
1219,Esophagus,1.0
1220,Esophagus,1.0
1221,Esophagus,1.0
1222,Esophagus,1.0
1223,Esophagus,1.0
1224,Esophagus,1.0
1225,Esophagus,1.0
1226,Esophagus,1.0
1227,Esophagus,1.0
1228,Esophagus,1.0
1229,Esophagus,1.0
1230,Esophagus,1.0
1231,Esophagus,1.0
1232,Esophagus,1.0
1233,Esophagus,1.0
1234,Esophagus,1.0
1235,Esophagus,1.0
1236,Esophagus,1.0
1237,Esophagus,1.0
1238,Esophagus,0.0
1239,Esophagus,0.0
1240,Esophagus,0.0
1241,Esophagus,0.0
1242,Esophagus,0.0
1243,Esophagus,0.0
1244,Esophagus,0.0
1245,Esophagus,0.0
1246,Esophagus,0.0
1247,Esophagus,0.0
1248,Esophagus,1.0
1249,Esophagus,1.0
1250,Esophagus,1.0
1251,Esophagus,0.0
1252,Esophagus,1.0
1253,Esophagus,1.0
1254,Esophagus,1.0
1255,Esophagus,1.0
1256,Esophagus,0.0
1257,Esophagus,1.0
1258,Esophagus,1.0
1259,Esophagus,1.0
1260,Esophagus,1.0
1261,Esophagus,1.0
1262,Esophagus,1.0
1263,Esophagus,0.0
1264,Adrenal_gland,0.0
1265,Adrenal_gland,0.0
1266,Adrenal_gland,0.0
1267,Adrenal_gland,0.0
1268,Adrenal_gland,1.0
1269,Adrenal_gland,0.0
1270,Adrenal_gland,0.0
1271,Adrenal_gland,0.0
1272,Adrenal_gland,0.0
1273,Adrenal_gland,0.0
1274,Adrenal_gland,0.0
1275,Adrenal_gland,0.0
1276,Adrenal_gland,0.0
1277,Adrenal_gland,0.0
1278,Adrenal_gland,0.0
1279,Pancreatic,0.0
1280,Pancreatic,0.0
1281,Pancreatic,0.0
1282,Pancreatic,0.0
1283,Pancreatic,0.0
1284,Pancreatic,0.0
1285,Pancreatic,0.0
1286,Pancreatic,0.0
1287,Pancreatic,0.0
1288,Pancreatic,0.0
1289,Pancreatic,0.0
1290,Pancreatic,1.0
